Name,County,Population,MedianAge,Household Income,PerCapitaIncome,UnemploymentCount,PovertyCount,PovertyRate,State,abbr,UnemployementRate,MedicialPercent,StudentDebtPercent,AutoDebtPercent,OtherPercent,MedicialAmount,StudentDebtAmount,AutoDebtAmount,OtherAmount,TotalDebt
"Limestone County, Alabama",Limestone County,91695,39.1,52831,26685,2957,13138,14.327935,Alabama,AL,0.032248214,35%,15%,32%,18%,"$64,614.4 ","$27,691.9 ","$59,076.0 ","$33,230.3 ","$91,200 "
"Shelby County, Alabama",Shelby County,208721,38.5,74063,35330,4650,17127,8.20569085,Alabama,AL,0.022278543999999997,29%,17%,33%,21%,"$53,537.6 ","$31,384.1 ","$60,922.1 ","$38,768.6 ","$112,024 "
"St. Clair County, Alabama",St. Clair County,86937,40.1,53483,24686,2354,11656,13.40740996,Alabama,AL,0.027077079,36%,13%,31%,20%,"$66,460.5 ","$23,999.6 ","$57,229.9 ","$36,922.5 ","$147,531 "
"Winston County, Alabama",Winston County,23968,44.6,35362,20580,925,4395,18.33694927,Alabama,AL,0.038593124,,,,,,,,,
"Baldwin County, Alabama",Baldwin County,203360,42.6,52562,29364,5215,23728,11.66797797,Alabama,AL,0.025644177999999997,28%,14%,33%,25%,"$51,691.5 ","$25,845.8 ","$60,922.1 ","$46,153.1 ","$99,743 "
"Cullman County, Alabama",Cullman County,81703,40.6,40997,21857,1962,13157,16.10344785,Alabama,AL,0.024013806000000002,37%,11%,30%,22%,"$68,306.6 ","$20,307.4 ","$55,383.8 ","$40,614.8 ","$113,591 "
"Elmore County, Alabama",Elmore County,80989,38.5,54981,26251,2613,10299,12.71654175,Alabama,AL,0.032263641,31%,15%,31%,23%,"$57,229.9 ","$27,691.9 ","$57,229.9 ","$42,460.9 ","$98,167 "
"Houston County, Alabama",Houston County,104108,39.6,42803,24781,3642,19030,18.27909479,Alabama,AL,0.034982902,35%,13%,29%,23%,"$64,614.4 ","$23,999.6 ","$53,537.6 ","$42,460.9 ","$133,408 "
"Jackson County, Alabama",Jackson County,52326,43.0,39281,20946,1699,9827,18.78033865,Alabama,AL,0.032469517999999996,36%,8%,25%,31%,"$66,460.5 ","$14,769.0 ","$46,153.1 ","$57,229.9 ","$152,888 "
"Talladega County, Alabama",Talladega County,80888,40.6,39219,21382,3440,14946,18.47740085,Alabama,AL,0.04252794,54%,10%,27%,9%,"$99,690.8 ","$18,461.3 ","$49,845.4 ","$16,615.1 ","$130,360 "
"Tuscaloosa County, Alabama",Tuscaloosa County,204424,32.3,50513,24895,6570,33597,16.43495871,Alabama,AL,0.032139083,44%,14%,28%,14%,"$81,229.5 ","$25,845.8 ","$51,691.5 ","$25,845.8 ","$146,907 "
"Washington County, Alabama",Washington County,16746,43.5,42185,23239,708,3644,21.7604204,Alabama,AL,0.042278752999999995,,,,,,,,,
"Clay County, Alabama",Clay County,13407,43.8,37287,21330,379,2493,18.59476393,Alabama,AL,0.028268815,,,,,,,,,
"Coffee County, Alabama",Coffee County,51073,39.3,49821,26216,1391,8122,15.90272747,Alabama,AL,0.027235526,30%,13%,31%,26%,"$55,383.8 ","$23,999.6 ","$57,229.9 ","$47,999.3 ","$126,800 "
"Morgan County, Alabama",Morgan County,119157,40.1,47529,25013,3496,19448,16.32132397,Alabama,AL,0.029339443,40%,12%,29%,19%,"$73,845.0 ","$22,153.5 ","$53,537.6 ","$35,076.4 ","$94,217 "
"Pike County, Alabama",Pike County,33287,31.4,35684,20808,1366,8224,24.70634182,Alabama,AL,0.041037041,41%,17%,28%,14%,"$75,691.1 ","$31,384.1 ","$51,691.5 ","$25,845.8 ","$99,653 "
"Chilton County, Alabama",Chilton County,43805,38.9,43501,23368,1271,8392,19.15763041,Alabama,AL,0.029014953,46%,10%,31%,13%,"$84,921.8 ","$18,461.3 ","$57,229.9 ","$23,999.6 ","$116,110 "
"Colbert County, Alabama",Colbert County,54435,42.5,45477,23675,1653,9056,16.63635529,Alabama,AL,0.030366492000000002,37%,12%,29%,22%,"$68,306.6 ","$22,153.5 ","$53,537.6 ","$40,614.8 ","$117,033 "
"Coosa County, Alabama",Coosa County,10955,45.9,34792,20342,498,1513,13.81104518,Alabama,AL,0.045458695,,,,,,,,,
"Dale County, Alabama",Dale County,49393,37.1,44711,23194,2097,9441,19.114044500000002,Alabama,AL,0.042455409000000006,35%,13%,35%,17%,"$64,614.4 ","$23,999.6 ","$64,614.4 ","$31,384.1 ","$102,477 "
"Hale County, Alabama",Hale County,14995,39.8,34679,20269,697,3852,25.68856285,Alabama,AL,0.046482160999999994,,,,,,,,,
"Etowah County, Alabama",Etowah County,103132,40.9,42064,22278,3406,18166,17.61431951,Alabama,AL,0.033025637000000004,40%,10%,27%,23%,"$73,845.0 ","$18,461.3 ","$49,845.4 ","$42,460.9 ","$149,380 "
"DeKalb County, Alabama",DeKalb County,71194,39.0,38842,20020,1529,15115,21.23072169,Alabama,AL,0.021476528999999998,38%,8%,25%,29%,"$70,152.8 ","$14,769.0 ","$46,153.1 ","$53,537.6 ","$136,088 "
"Escambia County, Alabama",Escambia County,37621,39.6,35026,18164,1930,8281,22.01164243,Alabama,AL,0.051301135,47%,10%,28%,15%,"$86,767.9 ","$18,461.3 ","$51,691.5 ","$27,691.9 ","$129,930 "
"Lamar County, Alabama",Lamar County,14021,44.5,36016,21152,459,3191,22.75871906,Alabama,AL,0.032736609,,,,,,,,,
"Randolph County, Alabama",Randolph County,22530,42.7,39485,20983,530,4102,18.20683533,Alabama,AL,0.02352419,,,,,,,,,
"Butler County, Alabama",Butler County,20126,40.7,36326,19004,640,4835,24.023651,Alabama,AL,0.031799662,,,,,,,,,
"Mobile County, Alabama",Mobile County,414328,37.3,45802,24347,13977,78256,18.88745149,Alabama,AL,0.033734143,42%,18%,27%,13%,"$77,537.3 ","$33,230.3 ","$49,845.4 ","$23,999.6 ","$85,017 "
"Conecuh County, Alabama",Conecuh County,12649,44.5,30434,16337,669,3316,26.21551111,Alabama,AL,0.052889556,,,,,,,,,
"Perry County, Alabama",Perry County,9680,37.6,22973,13449,332,3706,38.28512397,Alabama,AL,0.034297521,,,,,,,,,
"Walker County, Alabama",Walker County,64927,42.3,38872,21217,2701,13754,21.18379103,Alabama,AL,0.041600567000000005,44%,8%,26%,22%,"$81,229.5 ","$14,769.0 ","$47,999.3 ","$40,614.8 ","$184,613 "
"Cleburne County, Alabama",Cleburne County,14939,41.7,37396,20873,489,2800,18.74288774,Alabama,AL,0.032733115,,,,,,,,,
"Greene County, Alabama",Greene County,8533,42.0,20954,14197,419,3293,38.59135122,Alabama,AL,0.049103481,,,,,,,,,
"Barbour County, Alabama",Barbour County,26201,39.7,33368,17561,1261,6332,24.16701653,Alabama,AL,0.048127934000000004,,,,,,,,,
"Bibb County, Alabama",Bibb County,22580,39.8,43404,20911,728,3133,13.87511072,Alabama,AL,0.032240921,,,,,,,,,
"Bullock County, Alabama",Bullock County,10478,40.8,29655,20856,592,2852,27.21893491,Alabama,AL,0.056499332,,,,,,,,,
"Calhoun County, Alabama",Calhoun County,115527,39.1,43686,23638,5309,20940,18.12563297,Alabama,AL,0.045954625,43%,12%,28%,17%,"$79,383.4 ","$22,153.5 ","$51,691.5 ","$31,384.1 ","$143,442 "
"Chambers County, Alabama",Chambers County,33895,43.0,37342,22002,994,6288,18.55140876,Alabama,AL,0.029325859,46%,12%,24%,18%,"$84,921.8 ","$22,153.5 ","$44,307.0 ","$33,230.3 ","$129,458 "
"Clarke County, Alabama",Clarke County,24625,42.2,33827,20765,1424,6108,24.80406091,Alabama,AL,0.057827410999999995,,,,,,,,,
"Fayette County, Alabama",Fayette County,16657,43.6,36541,21191,576,2967,17.81233115,Alabama,AL,0.034580056,,,,,,,,,
"Montgomery County, Alabama",Montgomery County,227120,35.9,46545,26712,8343,45863,20.19328989,Alabama,AL,0.036733885,45%,21%,24%,10%,"$83,075.6 ","$38,768.6 ","$44,307.0 ","$18,461.3 ","$107,357 "
"Marshall County, Alabama",Marshall County,94738,38.8,41104,22710,2684,19654,20.74563533,Alabama,AL,0.028330765,36%,9%,26%,29%,"$66,460.5 ","$16,615.1 ","$47,999.3 ","$53,537.6 ","$110,956 "
"Blount County, Alabama",Blount County,57667,40.9,47412,22021,1091,8919,15.46638459,Alabama,AL,0.018918966000000002,36%,10%,28%,26%,"$66,460.5 ","$18,461.3 ","$51,691.5 ","$47,999.3 ","$111,280 "
"Henry County, Alabama",Henry County,17110,43.5,45569,23983,496,2310,13.50087668,Alabama,AL,0.028988895,,,,,,,,,
"Madison County, Alabama",Madison County,353213,38.2,61318,34232,11822,46925,13.28518486,Alabama,AL,0.033469888999999996,34%,17%,30%,19%,"$62,768.3 ","$31,384.1 ","$55,383.8 ","$35,076.4 ","$117,088 "
"Autauga County, Alabama",Autauga County,55036,37.8,55317,27824,1324,7483,13.59655498,Alabama,AL,0.024056981,34%,16%,27%,23%,"$62,768.3 ","$29,538.0 ","$49,845.4 ","$42,460.9 ","$121,506 "
"Tallapoosa County, Alabama",Tallapoosa County,40756,43.3,42181,22430,1547,8532,20.93434096,Alabama,AL,0.037957601,41%,11%,24%,24%,"$75,691.1 ","$20,307.4 ","$44,307.0 ","$44,307.0 ","$135,045 "
"Geneva County, Alabama",Geneva County,26572,42.7,39293,21084,1011,5903,22.21511365,Alabama,AL,0.038047568999999996,,,,,,,,,
"Wilcox County, Alabama",Wilcox County,10919,40.5,27012,15774,602,3371,30.87279055,Alabama,AL,0.05513325400000001,,,,,,,,,
"Kodiak Island Borough, Alaska",Kodiak Island Borough,13773,33.1,74167,32625,396,1262,9.162854861,Alaska,AK,0.028751906,,,,,,,,,
"Denali Borough, Alaska",Denali Borough,2303,38.4,83295,33084,29,351,15.24099001,Alaska,AK,0.012592271,,,,,,,,,
"Valdez-Cordova Census Area, Alaska",Valdez-Cordova Census Area,9439,40.0,86019,37935,384,694,7.352473778999999,Alaska,AK,0.040682276,,,,,,,,,
"Kenai Peninsula Borough, Alaska",Kenai Peninsula Borough,57961,40.6,65279,33336,2397,6229,10.74688152,Alaska,AK,0.041355394,28%,13%,22%,37%,"$51,691.5 ","$23,999.6 ","$40,614.8 ","$68,306.6 ","$112,323 "
"Aleutians West Census Area, Alaska",Aleutians West Census Area,5784,37.7,85192,35998,77,419,7.244121715,Alaska,AK,0.013312586000000001,,,,,,,,,
"Bristol Bay Borough, Alaska",Bristol Bay Borough,917,41.8,79500,42002,37,63,6.870229008,Alaska,AK,0.040348964,,,,,,,,,
"Northwest Arctic Borough, Alaska",Northwest Arctic Borough,7715,26.6,61533,21879,669,1934,25.06804925,Alaska,AK,0.08671419300000001,,,,,,,,,
"Bethel Census Area, Alaska",Bethel Census Area,17957,26.9,53853,18654,1456,4705,26.20148132,Alaska,AK,0.081082586,,,,,,,,,
"North Slope Borough, Alaska",North Slope Borough,9757,34.6,77266,48777,565,976,10.00307472,Alaska,AK,0.057907144,,,,,,,,,
"Sitka City and Borough, Alaska",Sitka City and Borough,8810,38.9,70765,36617,247,800,9.080590238,Alaska,AK,0.028036322000000002,,,,,,,,,
"Fairbanks North Star Borough, Alaska",Fairbanks North Star Borough,100031,31.0,76250,35328,4047,7340,7.337725305,Alaska,AK,0.040457457999999995,30%,14%,35%,21%,"$55,383.8 ","$25,845.8 ","$64,614.4 ","$38,768.6 ","$114,643 "
"Ketchikan Gateway Borough, Alaska",Ketchikan Gateway Borough,13745,39.5,67321,33771,521,1437,10.4547108,Alaska,AK,0.037904692999999996,,,,,,,,,
"Matanuska-Susitna Borough, Alaska",Matanuska-Susitna Borough,101135,34.9,74887,30409,4646,9759,9.64947842,Alaska,AK,0.045938597000000005,29%,15%,36%,20%,"$53,537.6 ","$27,691.9 ","$66,460.5 ","$36,922.5 ","$87,300 "
"Yakutat City and Borough, Alaska",Yakutat City and Borough,682,39.4,64583,32393,26,42,6.158357771,Alaska,AK,0.038123167,,,,,,,,,
"Nome Census Area, Alaska",Nome Census Area,9869,27.9,53821,20952,724,2381,24.12605127,Alaska,AK,0.07336102900000001,,,,,,,,,
"Dillingham Census Area, Alaska",Dillingham Census Area,4974,30.1,58708,24647,256,817,16.42541214,Alaska,AK,0.051467632,,,,,,,,,
"Haines Borough, Alaska",Haines Borough,2537,45.0,70640,35907,40,210,8.277493102000001,Alaska,AK,0.015766653999999998,,,,,,,,,
"Juneau City and Borough, Alaska",Juneau City and Borough,32434,38.0,90749,41904,906,2339,7.211568108,Alaska,AK,0.02793365,26%,14%,26%,34%,"$47,999.3 ","$25,845.8 ","$47,999.3 ","$62,768.3 ","$82,229 "
"Lake and Peninsula Borough, Alaska",Lake and Peninsula Borough,1301,32.3,45208,23434,88,213,16.37202152,Alaska,AK,0.067640277,,,,,,,,,
"Southeast Fairbanks Census Area, Alaska",Southeast Fairbanks Census Area,6889,36.6,63866,31051,420,942,13.673973000000002,Alaska,AK,0.060966759,,,,,,,,,
"Yukon-Koyukuk Census Area, Alaska",Yukon-Koyukuk Census Area,5453,34.7,37819,21057,510,1373,25.17880066,Alaska,AK,0.093526499,,,,,,,,,
"Anchorage Municipality, Alaska",Anchorage Municipality,298225,33.1,82271,38977,9394,23510,7.883309582000001,Alaska,AK,0.031499707,34%,15%,30%,21%,"$62,768.3 ","$27,691.9 ","$55,383.8 ","$38,768.6 ","$96,753 "
"Aleutians East Borough, Alaska",Aleutians East Borough,3338,42.7,66607,31254,59,555,16.62672259,Alaska,AK,0.017675255,,,,,,,,,
"Prince of Wales-Hyder Census Area, Alaska",Prince of Wales-Hyder Census Area,6473,41.0,52114,26695,433,1027,15.86590453,Alaska,AK,0.066893249,,,,,,,,,
"Wrangell City and Borough, Alaska",Wrangell City and Borough,2475,49.1,56094,29943,83,287,11.595959599999999,Alaska,AK,0.033535353999999996,,,,,,,,,
"Hoonah-Angoon Census Area, Alaska",Hoonah-Angoon Census Area,2146,48.9,57900,33704,138,238,11.09040075,Alaska,AK,0.064305685,,,,,,,,,
"Skagway Municipality, Alaska",Skagway Municipality,1038,42.9,70673,39376,60,58,5.587668592999999,Alaska,AK,0.057803468,,,,,,,,,
"Petersburg Borough, Alaska",Petersburg Borough,3275,41.7,63490,35044,82,256,7.816793893,Alaska,AK,0.025038168,,,,,,,,,
"Kusilvak Census Area, Alaska",Kusilvak Census Area,8129,24.0,36468,11693,858,3163,38.91007504,Alaska,AK,0.10554803800000001,,,,,,,,,
"Pima County, Arizona",Pima County,1007257,38.2,48676,27323,40004,179569,17.82752565,Arizona,AZ,0.039715783,34%,16%,29%,21%,"$62,768.3 ","$29,538.0 ","$53,537.6 ","$38,768.6 ","$93,338 "
"Maricopa County, Arizona",Maricopa County,4155501,36.0,58580,30186,124210,644476,15.50898436,Arizona,AZ,0.029890498999999997,36%,17%,32%,15%,"$66,460.5 ","$31,384.1 ","$59,076.0 ","$27,691.9 ","$96,818 "
"Gila County, Arizona",Gila County,53145,49.3,41179,22433,2405,11427,21.50155236,Arizona,AZ,0.045253552,38%,7%,24%,31%,"$70,152.8 ","$12,922.9 ","$44,307.0 ","$57,229.9 ","$291,357 "
"Graham County, Arizona",Graham County,37700,33.1,48173,17874,1722,7089,18.80371353,Arizona,AZ,0.045676392999999996,,,,,,,,,
"Santa Cruz County, Arizona",Santa Cruz County,46358,36.6,39630,19482,1657,10049,21.67694896,Arizona,AZ,0.035743561,35%,9%,27%,29%,"$64,614.4 ","$16,615.1 ","$49,845.4 ","$53,537.6 ","$103,189 "
"Cochise County, Arizona",Cochise County,126516,40.5,47847,24896,3591,21054,16.64137342,Arizona,AZ,0.028383762000000003,33%,11%,28%,28%,"$60,922.1 ","$20,307.4 ","$51,691.5 ","$51,691.5 ","$124,245 "
"La Paz County, Arizona",La Paz County,20477,56.0,36479,21707,681,3971,19.39248913,Arizona,AZ,0.033256825,,,,,,,,,
"Mohave County, Arizona",Mohave County,204691,50.4,41567,23527,7853,37080,18.11511009,Arizona,AZ,0.038365146,37%,10%,29%,24%,"$68,306.6 ","$18,461.3 ","$53,537.6 ","$44,307.0 ","$135,000 "
"Apache County, Arizona",Apache County,71602,34.2,32360,13865,2983,25225,35.22946286,Arizona,AZ,0.041660847,60%,16%,37%,-13%,"$110,767.5 ","$29,538.0 ","$68,306.6 ","($23,999.6)","$70,594 "
"Coconino County, Arizona",Coconino County,138639,30.6,53523,25722,5933,26719,19.27235482,Arizona,AZ,0.042794596,37%,18%,31%,14%,"$68,306.6 ","$33,230.3 ","$57,229.9 ","$25,845.8 ","$113,356 "
"Yavapai County, Arizona",Yavapai County,220972,52.2,48259,27504,6621,31859,14.41766378,Arizona,AZ,0.029963072,29%,10%,26%,35%,"$53,537.6 ","$18,461.3 ","$47,999.3 ","$64,614.4 ","$161,650 "
"Yuma County, Arizona",Yuma County,204281,34.1,43253,20600,9137,39161,19.17016267,Arizona,AZ,0.044727605999999996,37%,10%,31%,22%,"$68,306.6 ","$18,461.3 ","$57,229.9 ","$40,614.8 ","$132,050 "
"Greenlee County, Arizona",Greenlee County,9368,33.4,56298,24935,302,1069,11.41118702,Arizona,AZ,0.032237404,,,,,,,,,
"Navajo County, Arizona",Navajo County,107902,35.9,38798,17685,6475,30548,28.31087468,Arizona,AZ,0.06000815599999999,51%,11%,33%,5%,"$94,152.4 ","$20,307.4 ","$60,922.1 ","$9,230.6 ","$148,818 "
"Pinal County, Arizona",Pinal County,405537,38.5,52628,22944,12337,58750,14.4869642,Arizona,AZ,0.030421392000000002,40%,15%,35%,10%,"$73,845.0 ","$27,691.9 ","$64,614.4 ","$18,461.3 ","$107,320 "
"White County, Arkansas",White County,78706,36.3,44074,23120,2141,12354,15.69638909,Arkansas,AR,0.027202499999999998,38%,15%,32%,15%,"$70,152.8 ","$27,691.9 ","$59,076.0 ","$27,691.9 ","$88,947 "
"Nevada County, Arkansas",Nevada County,8528,43.8,36995,18644,167,1920,22.51407129,Arkansas,AR,0.019582552,,,,,,,,,
"St. Francis County, Arkansas",St. Francis County,26688,38.4,33102,16518,966,6363,23.84217626,Arkansas,AR,0.036196043,,,,,,,,,
"Pulaski County, Arkansas",Pulaski County,392848,36.7,48850,29855,11363,67056,17.06919725,Arkansas,AR,0.028924672999999998,40%,22%,30%,8%,"$73,845.0 ","$40,614.8 ","$55,383.8 ","$14,769.0 ","$88,536 "
"Clay County, Arkansas",Clay County,15190,43.4,32219,19171,348,3339,21.98156682,Arkansas,AR,0.022909809,,,,,,,,,
"Cross County, Arkansas",Cross County,17164,40.7,41081,22894,532,3041,17.71731531,Arkansas,AR,0.030995106,,,,,,,,,
"Dallas County, Arkansas",Dallas County,7585,43.7,35794,18309,200,906,11.94462755,Arkansas,AR,0.026367831,,,,,,,,,
"Drew County, Arkansas",Drew County,18620,36.5,36092,20300,753,4246,22.80343716,Arkansas,AR,0.040440387,42%,17%,34%,7%,"$77,537.3 ","$31,384.1 ","$62,768.3 ","$12,922.9 ","$81,247 "
"Columbia County, Arkansas",Columbia County,23992,36.2,37072,20296,1038,5553,23.14521507,Arkansas,AR,0.043264421,51%,16%,26%,7%,"$94,152.4 ","$29,538.0 ","$47,999.3 ","$12,922.9 ","$94,106 "
"Randolph County, Arkansas",Randolph County,17514,42.2,35930,20932,238,3557,20.30946671,Arkansas,AR,0.013589128999999998,,,,,,,,,
"Saline County, Arkansas",Saline County,116252,39.0,58985,28410,2522,9210,7.922444345,Arkansas,AR,0.02169425,31%,18%,39%,12%,"$57,229.9 ","$33,230.3 ","$71,998.9 ","$22,153.5 ","$82,572 "
"Van Buren County, Arkansas",Van Buren County,16751,47.6,34428,20568,508,3250,19.40182676,Arkansas,AR,0.030326548,,,,,,,,,
"Boone County, Arkansas",Boone County,37212,42.2,40727,22288,1018,5767,15.49768892,Arkansas,AR,0.027356767,37%,12%,30%,21%,"$68,306.6 ","$22,153.5 ","$55,383.8 ","$38,768.6 ","$103,808 "
"Izard County, Arkansas",Izard County,13521,48.0,39135,19737,488,2238,16.55203018,Arkansas,AR,0.036092005,,,,,,,,,
"Independence County, Arkansas",Independence County,37097,39.8,39945,23056,973,6628,17.86667386,Arkansas,AR,0.026228536,42%,13%,38%,7%,"$77,537.3 ","$23,999.6 ","$70,152.8 ","$12,922.9 ","$102,292 "
"Lincoln County, Arkansas",Lincoln County,13885,38.6,38873,13142,297,1620,11.66726683,Arkansas,AR,0.021389988999999998,,,,,,,,,
"Logan County, Arkansas",Logan County,21802,42.2,37982,19708,731,4326,19.84221631,Arkansas,AR,0.033529034,,,,,,,,,
"Grant County, Arkansas",Grant County,18076,39.9,49968,25814,717,2579,14.26753707,Arkansas,AR,0.039665855,,,,,,,,,
"Crittenden County, Arkansas",Crittenden County,49278,35.0,38558,20721,1863,11422,23.17870043,Arkansas,AR,0.037805917,57%,15%,26%,2%,"$105,229.1 ","$27,691.9 ","$47,999.3 ","$3,692.3 ","$93,907 "
"Franklin County, Arkansas",Franklin County,17803,41.4,39472,19988,465,3829,21.50761108,Arkansas,AR,0.026119193,,,,,,,,,
"Faulkner County, Arkansas",Faulkner County,121282,32.3,50316,25240,3050,18989,15.6568988,Arkansas,AR,0.025148002000000003,33%,21%,38%,8%,"$60,922.1 ","$38,768.6 ","$70,152.8 ","$14,769.0 ","$69,557 "
"Pike County, Arkansas",Pike County,10893,41.8,36893,20180,242,1852,17.00174424,Arkansas,AR,0.022216102,,,,,,,,,
"Jefferson County, Arkansas",Jefferson County,71373,39.0,37630,20371,2983,16140,22.61359338,Arkansas,AR,0.041794516000000004,50%,18%,32%,0%,"$92,306.3 ","$33,230.3 ","$59,076.0 ",$0.0 ,"$68,256 "
"Marion County, Arkansas",Marion County,16374,51.8,36113,19200,449,3165,19.3294247,Arkansas,AR,0.027421522,,,,,,,,,
"Montgomery County, Arkansas",Montgomery County,9059,50.0,35252,21480,148,1613,17.8054973,Arkansas,AR,0.016337344,,,,,,,,,
"Scott County, Arkansas",Scott County,10584,41.2,37396,18077,481,2142,20.23809524,Arkansas,AR,0.045445955999999996,,,,,,,,,
"Searcy County, Arkansas",Searcy County,7925,47.3,36716,21475,115,1364,17.21135647,Arkansas,AR,0.014511041,,,,,,,,,
"Sebastian County, Arkansas",Sebastian County,127362,37.3,40932,23916,3281,28211,22.150248899999998,Arkansas,AR,0.025761216,40%,13%,30%,17%,"$73,845.0 ","$23,999.6 ","$55,383.8 ","$31,384.1 ","$97,169 "
"Crawford County, Arkansas",Crawford County,62119,38.7,43504,22104,1702,10196,16.41365766,Arkansas,AR,0.027399023999999998,42%,11%,35%,12%,"$77,537.3 ","$20,307.4 ","$64,614.4 ","$22,153.5 ","$94,491 "
"Benton County, Arkansas",Benton County,251823,35.2,61271,30611,3805,26096,10.36283421,Arkansas,AR,0.015109818999999998,28%,14%,37%,21%,"$51,691.5 ","$25,845.8 ","$68,306.6 ","$38,768.6 ","$107,536 "
"Chicot County, Arkansas",Chicot County,11008,43.3,32412,20560,412,3041,27.62536337,Arkansas,AR,0.037427326000000004,,,,,,,,,
"Hot Spring County, Arkansas",Hot Spring County,33480,41.7,40626,20868,877,4941,14.75806452,Arkansas,AR,0.026194743,,,,,,,,,
"Johnson County, Arkansas",Johnson County,26155,37.8,35758,18757,519,5733,21.91932709,Arkansas,AR,0.019843242,,,,,,,,,
"Lee County, Arkansas",Lee County,9614,41.9,27901,15610,514,2173,22.60245475,Arkansas,AR,0.053463699,,,,,,,,,
"Madison County, Arkansas",Madison County,15907,42.5,42894,23203,309,2797,17.58345383,Arkansas,AR,0.01942541,,,,,,,,,
"Desha County, Arkansas",Desha County,12094,40.2,27036,18187,618,3886,32.13163552,Arkansas,AR,0.051099719,,,,,,,,,
"Fulton County, Arkansas",Fulton County,12092,48.1,36051,19674,305,2718,22.47767119,Arkansas,AR,0.025223287999999996,,,,,,,,,
"Howard County, Arkansas",Howard County,13472,38.5,34851,23627,338,2790,20.70961995,Arkansas,AR,0.025089074,,,,,,,,,
"Garland County, Arkansas",Garland County,97994,44.7,41672,25690,3947,18300,18.67461273,Arkansas,AR,0.040277976,39%,13%,25%,23%,"$71,998.9 ","$23,999.6 ","$46,153.1 ","$42,460.9 ","$124,569 "
"Mississippi County, Arkansas",Mississippi County,43534,36.1,36417,20378,2257,10921,25.08613957,Arkansas,AR,0.051844535,50%,11%,29%,10%,"$92,306.3 ","$20,307.4 ","$53,537.6 ","$18,461.3 ","$111,355 "
"Pope County, Arkansas",Pope County,63372,34.9,40668,21650,2143,11841,18.68490816,Arkansas,AR,0.033816196,40%,16%,31%,13%,"$73,845.0 ","$29,538.0 ","$57,229.9 ","$23,999.6 ","$99,250 "
"Prairie County, Arkansas",Prairie County,8309,45.7,41244,22653,283,1364,16.41593453,Arkansas,AR,0.034059453999999996,,,,,,,,,
"Union County, Arkansas",Union County,40022,39.7,41106,23463,1398,7936,19.829094,Arkansas,AR,0.034930788,45%,13%,31%,11%,"$83,075.6 ","$23,999.6 ","$57,229.9 ","$20,307.4 ","$99,454 "
"Woodruff County, Arkansas",Woodruff County,6763,45.3,30097,19987,291,1721,25.44728671,Arkansas,AR,0.043028242,,,,,,,,,
"Cleburne County, Arkansas",Cleburne County,25361,48.9,42312,26189,594,3829,15.097985099999999,Arkansas,AR,0.023421789,,,,,,,,,
"Cleveland County, Arkansas",Cleveland County,8332,42.6,44840,23171,237,1589,19.07105137,Arkansas,AR,0.028444551000000002,,,,,,,,,
