Name,County,geoid,Population,Median Age,Household Income,Per Capita Income,Unemployment Count,Poverty Count,Poverty_Rate,State,abbr,Unemployment Rate,Unemployment_Rate
"Irion County, Texas",Irion County,48235,1592,45.5,63021,32307,53,215,13.50502513,Texas,TX,0.033291457,3.329145729
"Kleberg County, Texas",Kleberg County,48273,31540,27.9,41700,19806,1466,7003,22.20355105,Texas,TX,0.046480659,4.648065948
"Willacy County, Texas",Willacy County,48489,21839,33.4,29104,13369,1087,7157,32.77164705,Texas,TX,0.049773341,4.977334127
"Cooke County, Texas",Cooke County,48097,39064,40.5,60027,29067,1023,5313,13.60075773,Texas,TX,0.026187794,2.618779439
"Crosby County, Texas",Crosby County,48107,5895,37.7,38674,20057,209,1209,20.50890585,Texas,TX,0.035453774,3.545377439
"Dawson County, Texas",Dawson County,48115,13095,33.1,43201,21360,355,2078,15.86865216,Texas,TX,0.027109584,2.710958381
"Fisher County, Texas",Fisher County,48151,3875,44,45294,27750,102,666,17.18709677,Texas,TX,0.026322581,2.632258065
"Duval County, Texas",Duval County,48131,11434,36.8,35443,19085,622,2731,23.88490467,Texas,TX,0.05439916,5.43991604
"Burleson County, Texas",Burleson County,48051,17596,42.9,52510,27112,557,2620,14.88974767,Texas,TX,0.031654922,3.165492157
"Blanco County, Texas",Blanco County,48031,11089,49.5,58500,31249,308,1180,10.64117594,Texas,TX,0.027775273,2.777527279
"Jasper County, Texas",Jasper County,48241,35444,40.4,41960,21402,1441,5772,16.2848437,Texas,TX,0.040655682,4.06556822
"Jefferson County, Texas",Jefferson County,48245,254574,36,46315,25370,7276,46222,18.15660672,Texas,TX,0.028581081,2.858108055
"Kinney County, Texas",Kinney County,48271,3631,41.1,34926,21395,119,354,9.749380336,Texas,TX,0.032773341,3.277334068
"Oldham County, Texas",Oldham County,48359,2083,29.9,62426,25461,31,170,8.161305809,Texas,TX,0.014882381,1.488238118
"Deaf Smith County, Texas",Deaf Smith County,48117,18947,31.8,51543,21209,452,3373,17.8022906,Texas,TX,0.023856019,2.385601942
"Galveston County, Texas",Galveston County,48167,321184,37.6,65702,33870,10391,43721,13.61244645,Texas,TX,0.032352172,3.235217196
"El Paso County, Texas",El Paso County,48141,834825,31.9,43244,19950,25629,177980,21.31943821,Texas,TX,0.030699847,3.069984727
"La Salle County, Texas",La Salle County,48283,7418,33.9,44601,26268,155,535,7.212186573,Texas,TX,0.02089512,2.089511998
"Roberts County, Texas",Roberts County,48393,889,37.8,79167,34555,10,29,3.262092238,Texas,TX,0.011248594,1.124859393
"Terrell County, Texas",Terrell County,48443,721,47.3,26063,21204,19,123,17.05963939,Texas,TX,0.026352288,2.635228849
"Tyler County, Texas",Tyler County,48457,21456,43,44396,21172,709,2947,13.73508576,Texas,TX,0.03304437,3.304436987
"Uvalde County, Texas",Uvalde County,48463,27015,33.8,40781,19146,726,4735,17.52729965,Texas,TX,0.026873959,2.687395891
"Wheeler County, Texas",Wheeler County,48483,5599,39.4,50910,25809,150,1056,18.86051081,Texas,TX,0.026790498,2.67904983
"Bowie County, Texas",Bowie County,48037,93635,38.2,46283,24761,2876,15750,16.82063331,Texas,TX,0.03071501,3.071501041
"Archer County, Texas",Archer County,48009,8793,44.8,63192,31103,133,769,8.745593085,Texas,TX,0.015125668,1.512566815
"Brewster County, Texas",Brewster County,48043,9220,43.1,38906,26073,318,981,10.63991323,Texas,TX,0.034490239,3.449023861
"Kent County, Texas",Kent County,48263,680,46.7,52250,27515,5,113,16.61764706,Texas,TX,0.007352941,0.735294118
"Hidalgo County, Texas",Hidalgo County,48215,839539,28.9,37097,15883,27566,263891,31.43284588,Texas,TX,0.032834687,3.283468666
"Smith County, Texas",Smith County,48423,222277,36.6,50742,26270,6803,35438,15.94317001,Texas,TX,0.030605956,3.060595563
"Somervell County, Texas",Somervell County,48425,8650,40.6,52346,27095,105,1805,20.86705202,Texas,TX,0.012138728,1.213872832
"Crockett County, Texas",Crockett County,48105,3836,35.5,52310,23296,43,787,20.51616267,Texas,TX,0.011209593,1.120959333
"Millard County, Utah",Millard County,49027,12651,35.5,59312,23283,165,1454,11.4931626,Utah,UT,0.013042447,1.304244724
"Tooele County, Utah",Tooele County,49045,63357,31.1,66542,24069,1979,4318,6.815347949,Utah,UT,0.031235696,3.123569613
"Washington County, Utah",Washington County,49053,155577,35.9,55175,25415,3478,21878,14.06248996,Utah,UT,0.02235549,2.235548956
"Kane County, Utah",Kane County,49025,7246,42.2,50266,24836,131,795,10.97157052,Utah,UT,0.01807894,1.80789401
"Summit County, Utah",Summit County,49043,39731,38.8,94952,52671,511,2966,7.465203493,Utah,UT,0.012861494,1.286149354
"Grand County, Utah",Grand County,49019,9544,39.8,46658,25662,334,1190,12.46856664,Utah,UT,0.034995809,3.499580889
"Piute County, Utah",Piute County,49031,1860,40.6,41750,17455,12,235,12.6344086,Utah,UT,0.006451613,0.64516129
"Rich County, Utah",Rich County,49033,2307,34.3,52917,19512,12,414,17.94538362,Utah,UT,0.00520156,0.520156047
"Wasatch County, Utah",Wasatch County,49051,29306,33.3,74552,30086,354,2265,7.728792739,Utah,UT,0.012079438,1.207943766
"Beaver County, Utah",Beaver County,49001,6414,33.3,47878,21128,131,667,10.39912691,Utah,UT,0.020424072,2.042407234
"Box Elder County, Utah",Box Elder County,49003,52182,32.3,58835,22808,1299,5260,10.08010425,Utah,UT,0.024893641,2.489364149
"Iron County, Utah",Iron County,49021,48504,29.1,45422,19791,1384,10001,20.61891803,Utah,UT,0.028533729,2.853372918
"Sanpete County, Utah",Sanpete County,49039,28892,31.7,50928,17426,793,4365,15.10798837,Utah,UT,0.027447044,2.744704416
"Sevier County, Utah",Sevier County,49041,20961,34.9,50850,21196,431,2731,13.02895854,Utah,UT,0.020561996,2.056199609
"Utah County, Utah",Utah County,49049,576496,24.5,67042,23207,11556,66394,11.51681885,Utah,UT,0.020045239,2.004523882
"Weber County, Utah",Weber County,49057,244101,32.3,62036,25275,5771,29277,11.99380584,Utah,UT,0.023641853,2.364185317
"Duchesne County, Utah",Duchesne County,49013,20259,30.3,63000,23323,535,2517,12.4241078,Utah,UT,0.026408016,2.640801619
"San Juan County, Utah",San Juan County,49037,15193,31.6,42581,17385,480,4189,27.57190812,Utah,UT,0.031593497,3.159349701
"Salt Lake County, Utah",Salt Lake County,49035,1106700,32.4,67922,30134,25207,114135,10.31309298,Utah,UT,0.022776724,2.277672359
"Uintah County, Utah",Uintah County,49047,36343,30.1,67012,25001,1076,4163,11.45475057,Utah,UT,0.029606802,2.960680186
"Daggett County, Utah",Daggett County,49009,702,47.3,85000,28533,3,23,3.276353276,Utah,UT,0.004273504,0.427350427
"Davis County, Utah",Davis County,49011,334977,30.6,75961,28293,5399,20755,6.195947781,Utah,UT,0.016117524,1.611752449
"Wayne County, Utah",Wayne County,49055,2700,40.4,42444,22195,23,246,9.111111111,Utah,UT,0.008518519,0.851851852
"Carbon County, Utah",Carbon County,49007,20512,36.4,46994,22536,506,3240,15.79563183,Utah,UT,0.024668487,2.466848674
"Emery County, Utah",Emery County,49015,10410,35,51852,21465,185,1339,12.86263208,Utah,UT,0.017771374,1.777137368
"Morgan County, Utah",Morgan County,49029,11014,32.4,86071,30457,164,267,2.424187398,Utah,UT,0.01489014,1.489013982
"Cache County, Utah",Cache County,49005,120288,25,53812,21752,2150,17793,14.7919992,Utah,UT,0.01787377,1.787376962
"Garfield County, Utah",Garfield County,49017,5020,41.2,51700,23228,107,633,12.60956175,Utah,UT,0.021314741,2.131474104
"Juab County, Utah",Juab County,49023,10694,30.7,57590,20457,138,1346,12.5864971,Utah,UT,0.012904432,1.290443239
"Rutland County, Vermont",Rutland County,50021,59676,46.4,52635,28443,1479,6541,10.96085529,Vermont,VT,0.024783833,2.47838327
"Orleans County, Vermont",Orleans County,50019,26951,45.4,45664,25392,558,3682,13.66183073,Vermont,VT,0.020704241,2.070424103
"Grand Isle County, Vermont",Grand Isle County,50013,6950,48.1,66111,38635,195,518,7.45323741,Vermont,VT,0.028057554,2.805755396
"Orange County, Vermont",Orange County,50017,28901,45.7,56584,29651,682,3249,11.24182554,Vermont,VT,0.023597799,2.359779938
"Chittenden County, Vermont",Chittenden County,50007,160985,36.6,66906,36384,3827,17057,10.59539709,Vermont,VT,0.023772401,2.377240116
"Lamoille County, Vermont",Lamoille County,50015,25191,40.5,54899,31390,526,3439,13.651701,Vermont,VT,0.020880473,2.088047318
"Windsor County, Vermont",Windsor County,50027,55485,47.4,56828,34264,1315,5575,10.04776066,Vermont,VT,0.023700099,2.370009913
"Franklin County, Vermont",Franklin County,50011,48816,39.9,62214,30624,1186,3879,7.946165192,Vermont,VT,0.024295313,2.429531301
"Caledonia County, Vermont",Caledonia County,50005,30576,43.7,47371,25896,741,3629,11.86878598,Vermont,VT,0.024234694,2.423469388
"Windham County, Vermont",Windham County,50025,43332,46.8,50831,29819,1300,5876,13.56041724,Vermont,VT,0.030000923,3.000092311
"Bennington County, Vermont",Bennington County,50003,36054,46.6,52251,31313,804,4443,12.32318189,Vermont,VT,0.022299884,2.229988351
"Addison County, Vermont",Addison County,50001,36825,43.4,61875,31051,907,2638,7.163611677,Vermont,VT,0.024630007,2.463000679
"Essex County, Vermont",Essex County,50009,6203,50,38767,23022,149,960,15.4763824,Vermont,VT,0.024020635,2.402063518
"Washington County, Vermont",Washington County,50023,58691,43.5,60602,32137,1300,6658,11.34415839,Vermont,VT,0.022149904,2.214990373
"Charles City County, Virginia",Charles City County,51036,7022,49.8,55069,32689,221,923,13.1444033,Virginia,VA,0.031472515,3.147251495
"Culpeper County, Virginia",Culpeper County,51047,49795,38.8,69693,29979,1478,4305,8.64544633,Virginia,VA,0.029681695,2.968169495
"Dinwiddie County, Virginia",Dinwiddie County,51053,28033,42.9,54640,25981,1216,4062,14.49006528,Virginia,VA,0.043377448,4.337744801
"Greene County, Virginia",Greene County,51079,19213,39.6,62952,30215,622,1787,9.300994119,Virginia,VA,0.032373913,3.23739135
"Hanover County, Virginia",Hanover County,51085,103218,42.6,84955,37924,1929,5832,5.650177295,Virginia,VA,0.018688601,1.868860083
"Lunenburg County, Virginia",Lunenburg County,51111,12369,45.4,39537,18555,221,2118,17.1234538,Virginia,VA,0.017867249,1.786724877
"Orange County, Virginia",Orange County,51137,35265,41.9,67196,30660,1107,3054,8.660144619,Virginia,VA,0.031390897,3.139089749
"Emporia city, Virginia",Emporia city,51595,5495,35.9,27426,18548,485,1631,29.68152866,Virginia,VA,0.088262056,8.826205641
"Wythe County, Virginia",Wythe County,51197,29048,44.4,46119,24879,864,4373,15.05439273,Virginia,VA,0.029743872,2.974387221
"Chesapeake city, Virginia",Chesapeake city,51550,235410,36.6,72214,32123,6689,21962,9.329255342,Virginia,VA,0.028414256,2.841425598
"Colonial Heights city, Virginia",Colonial Heights city,51570,17582,40.1,50952,27608,863,2312,13.14981231,Virginia,VA,0.049084291,4.908429075
"Harrisonburg city, Virginia",Harrisonburg city,51660,53064,24.8,43009,20134,1465,13231,24.93404191,Virginia,VA,0.027608171,2.760817126
"Albemarle County, Virginia",Albemarle County,51003,105105,38.6,72265,39273,1672,9581,9.115646259,Virginia,VA,0.015907902,1.590790162
"Bland County, Virginia",Bland County,51021,6524,45.3,46927,23505,186,478,7.326793378,Virginia,VA,0.028510116,2.851011649
"Bedford County, Virginia",Bedford County,51019,77319,45.9,59405,30633,1672,6830,8.833533802,Virginia,VA,0.021624698,2.162469768
"Botetourt County, Virginia",Botetourt County,51023,33149,47.2,64733,34733,642,2517,7.59298923,Virginia,VA,0.0193671,1.936710006
"Buckingham County, Virginia",Buckingham County,51029,17048,42.7,46610,19702,597,2492,14.61755045,Virginia,VA,0.035018771,3.501877053
"Wise County, Virginia",Wise County,51195,39539,40.3,38255,21694,1414,7269,18.38437998,Virginia,VA,0.035762159,3.576215888
"Bristol city, Virginia",Bristol city,51520,17077,42.3,37844,21589,595,3565,20.87603209,Virginia,VA,0.034842185,3.48421854
"Covington city, Virginia",Covington city,51580,5675,44.2,35546,22098,130,1108,19.52422907,Virginia,VA,0.022907489,2.290748899
"Portsmouth city, Virginia",Portsmouth city,51740,95536,35.2,48727,24291,4486,16302,17.06372467,Virginia,VA,0.046956121,4.695612125
"Williamsburg city, Virginia",Williamsburg city,51830,14817,24.5,54606,26921,492,2278,15.3742323,Virginia,VA,0.033205102,3.320510225
"Virginia Beach city, Virginia",Virginia Beach city,51810,450057,35.6,70500,34607,12249,35276,7.838118283,Virginia,VA,0.027216553,2.721655257
"Alleghany County, Virginia",Alleghany County,51005,15489,46.9,46020,25952,285,2917,18.83271999,Virginia,VA,0.018400155,1.840015495
"Carroll County, Virginia",Carroll County,51035,29767,47,41145,23690,517,4296,14.43208923,Virginia,VA,0.017368227,1.736822656
"Galax city, Virginia",Galax city,51640,6788,46.6,31311,22572,169,1381,20.34472599,Virginia,VA,0.024896877,2.489687684
"Washington County, Virginia",Washington County,51191,54457,45.5,44844,25640,1646,7671,14.08634335,Virginia,VA,0.030225683,3.022568265
"Westmoreland County, Virginia",Westmoreland County,51193,17596,47.6,55688,32265,606,1667,9.473744033,Virginia,VA,0.034439645,3.443964537
"Northumberland County, Virginia",Northumberland County,51133,12254,56.5,56677,33364,403,1654,13.49763343,Virginia,VA,0.03288722,3.28872205
"Page County, Virginia",Page County,51139,23694,45,46140,24057,899,3988,16.8312653,Virginia,VA,0.037942095,3.794209505
"Pulaski County, Virginia",Pulaski County,51155,34330,46.2,49691,26328,1138,4623,13.46635596,Virginia,VA,0.033148849,3.31488494
"Warren County, Virginia",Warren County,51187,38991,40.6,65353,30009,1198,3749,9.615039368,Virginia,VA,0.030725039,3.072503911
"Alexandria city, Virginia",Alexandria city,51510,154710,36.4,93370,57019,3853,16068,10.38588327,Virginia,VA,0.02490466,2.490466033
"Danville city, Virginia",Danville city,51590,41911,40.6,34951,21882,1880,8629,20.58886688,Virginia,VA,0.044856959,4.485695879
"Fredericksburg city, Virginia",Fredericksburg city,51630,28135,29.9,57258,32359,875,4169,14.81784254,Virginia,VA,0.031100053,3.110005331
"Hampton city, Virginia",Hampton city,51650,136255,35.8,52021,27053,5257,19633,14.40901251,Virginia,VA,0.03858207,3.858207038
"Amherst County, Virginia",Amherst County,51009,31819,43.9,49677,24296,853,4172,13.11166284,Virginia,VA,0.026807882,2.680788208
"Arlington County, Virginia",Arlington County,51013,229534,34.4,112138,67061,4766,18502,8.060679464,Virginia,VA,0.020763808,2.076380841
"Bath County, Virginia",Bath County,51017,4458,47.3,44483,28195,207,405,9.084791386,Virginia,VA,0.046433378,4.64333782
"Hopewell city, Virginia",Hopewell city,51670,22353,36.5,40712,22668,1051,4670,20.89205028,Virginia,VA,0.047018297,4.701829732
"Buchanan County, Virginia",Buchanan County,51027,22611,46.3,30828,19241,625,5726,25.32395737,Virginia,VA,0.027641413,2.764141347
"Newport News city, Virginia",Newport News city,51700,180775,33.2,51082,26028,6626,28194,15.5961831,Virginia,VA,0.036653298,3.66532983
"Frederick County, Virginia",Frederick County,51069,83784,40.5,71037,32554,1838,4591,5.479566504,Virginia,VA,0.021937363,2.193736274
"Stafford County, Virginia",Stafford County,51179,141159,35.2,103005,39158,3039,6517,4.61677966,Virginia,VA,0.021528914,2.15289142
"Lynchburg city, Virginia",Lynchburg city,51680,79237,28.3,41971,22439,2827,15311,19.32304353,Virginia,VA,0.035677777,3.56777768
"York County, Virginia",York County,51199,67196,39.6,86781,38193,2074,3446,5.128281445,Virginia,VA,0.030864932,3.086493244
"Richmond city, Virginia",Richmond city,51760,220892,33.5,42356,30113,10562,52942,23.96736867,Virginia,VA,0.047815222,4.781522192
"Martinsville city, Virginia",Martinsville city,51690,13256,41.5,33545,22544,484,3053,23.03108027,Virginia,VA,0.036511768,3.651176826
"Nelson County, Virginia",Nelson County,51125,14863,49.7,53834,33597,274,2195,14.76821638,Virginia,VA,0.01843504,1.843504003
"Essex County, Virginia",Essex County,51057,11083,44.8,50629,25730,310,1355,12.22593161,Virginia,VA,0.027970766,2.797076604
"Pittsylvania County, Virginia",Pittsylvania County,51143,61970,46.4,44356,23597,1997,8949,14.44085848,Virginia,VA,0.03222527,3.222527029
"Norton city, Virginia",Norton city,51720,4043,37.2,26971,19297,252,1026,25.37719515,Virginia,VA,0.062329953,6.232995301
"Staunton city, Virginia",Staunton city,51790,24273,42,46435,27571,482,3050,12.56540189,Virginia,VA,0.019857455,1.985745479
"Fluvanna County, Virginia",Fluvanna County,51065,26109,42.6,67964,31952,618,1517,5.810257,Virginia,VA,0.023669999,2.366999885
"Amelia County, Virginia",Amelia County,51007,12802,46.5,58535,26118,208,1645,12.84955476,Virginia,VA,0.016247461,1.624746133
"Radford city, Virginia",Radford city,51750,17380,22.7,36082,19539,608,5377,30.93785961,Virginia,VA,0.034982739,3.498273878
"Winchester city, Virginia",Winchester city,51840,27516,37.6,49330,28429,600,3317,12.05480448,Virginia,VA,0.021805495,2.180549498
"Accomack County, Virginia",Accomack County,51001,32840,46,42260,24266,793,6416,19.53714982,Virginia,VA,0.024147381,2.414738124
"Craig County, Virginia",Craig County,51045,5131,47.5,53526,26753,94,478,9.315922822,Virginia,VA,0.018320016,1.832001559
"Floyd County, Virginia",Floyd County,51063,15594,46,48396,25446,420,1868,11.97896627,Virginia,VA,0.026933436,2.693343594
"Giles County, Virginia",Giles County,51071,16867,44.4,49734,25004,382,1873,11.10452363,Virginia,VA,0.022647774,2.264777376
"Grayson County, Virginia",Grayson County,51077,15708,47.4,32048,20525,522,3044,19.37866056,Virginia,VA,0.033231474,3.323147441
"Nottoway County, Virginia",Nottoway County,51135,15537,41.3,38410,19452,341,3039,19.55976057,Virginia,VA,0.021947609,2.194760893
"Rappahannock County, Virginia",Rappahannock County,51157,7359,49.5,62541,38185,108,653,8.873488246,Virginia,VA,0.014675907,1.467590705
"Tazewell County, Virginia",Tazewell County,51185,42689,44.3,40309,24325,1382,6430,15.06242826,Virginia,VA,0.032373679,3.23736794
"Buena Vista city, Virginia",Buena Vista city,51530,6495,36.4,33672,17969,139,1248,19.2147806,Virginia,VA,0.021401078,2.140107775
"Falls Church city, Virginia",Falls Church city,51610,13843,39.7,114795,65510,338,405,2.925666402,Virginia,VA,0.024416673,2.441667269
"Manassas Park city, Virginia",Manassas Park city,51685,16117,34.1,79131,29641,528,1643,10.19420488,Virginia,VA,0.032760439,3.276043929
"Petersburg city, Virginia",Petersburg city,51730,32037,38.3,33939,21992,1853,8646,26.98754565,Virginia,VA,0.057839373,5.783937322
"Poquoson city, Virginia",Poquoson city,51735,12022,42.2,88328,39305,291,581,4.832806521,Virginia,VA,0.024205623,2.420562302
"Sussex County, Virginia",Sussex County,51183,11595,40.4,44608,15882,157,1244,10.7287624,Virginia,VA,0.013540319,1.35403191
"Fairfax city, Virginia",Fairfax city,51600,23580,39,106870,46489,546,1797,7.62086514,Virginia,VA,0.023155216,2.315521628
"Waynesboro city, Virginia",Waynesboro city,51820,21620,40,42112,23640,461,3691,17.07215541,Virginia,VA,0.021322849,2.132284921
"Manassas city, Virginia",Manassas city,51683,41379,33.5,77551,30572,1749,3633,8.779815849,Virginia,VA,0.042267817,4.226781701
"Roanoke city, Virginia",Roanoke city,51770,99572,38.4,41483,24697,3322,21046,21.13646407,Virginia,VA,0.033362793,3.336279275
"Salem city, Virginia",Salem city,51775,25521,41.1,53990,30141,619,2054,8.04827397,Virginia,VA,0.024254535,2.425453548
"Suffolk city, Virginia",Suffolk city,51800,88057,38.1,68089,31239,2956,9757,11.08032297,Virginia,VA,0.033569165,3.356916543
"Norfolk city, Virginia",Norfolk city,51710,245752,30.4,47137,26670,9680,46251,18.82019271,Virginia,VA,0.039389303,3.938930304
"Charlotte County, Virginia",Charlotte County,51037,12176,45.2,38350,19830,358,2709,22.24868594,Virginia,VA,0.029402102,2.94021025
"Chesterfield County, Virginia",Chesterfield County,51041,335594,38.8,76969,35370,10107,23707,7.064190659,Virginia,VA,0.030116748,3.011674821
"Fairfax County, Virginia",Fairfax County,51059,1142004,37.9,117515,52976,28718,69528,6.088244875,Virginia,VA,0.025147022,2.514702225
"Greensville County, Virginia",Greensville County,51081,11606,41.1,42121,16835,243,1447,12.46768913,Virginia,VA,0.020937446,2.093744615
"Isle of Wight County, Virginia",Isle of Wight County,51093,36090,44.4,67767,33172,1300,3692,10.2299806,Virginia,VA,0.036021058,3.602105846
"James City County, Virginia",James City County,51095,73028,45.9,80772,42047,1687,5397,7.390316043,Virginia,VA,0.023100728,2.310072849
"Russell County, Virginia",Russell County,51167,27725,44.8,40083,21673,739,4829,17.41749324,Virginia,VA,0.026654644,2.665464382
"Franklin city, Virginia",Franklin city,51620,8334,38.7,38760,24820,605,1361,16.33069354,Virginia,VA,0.072594192,7.259419246
"Smyth County, Virginia",Smyth County,51173,31298,44.6,40544,22319,869,5316,16.98511087,Virginia,VA,0.027765352,2.776535242
"Charlottesville city, Virginia",Charlottesville city,51540,46487,30.9,54739,32860,922,10759,23.1441048,Virginia,VA,0.019833502,1.983350184
"Lexington city, Virginia",Lexington city,51678,7113,21.6,37309,16668,97,764,10.74089695,Virginia,VA,0.013637003,1.363700267
"Campbell County, Virginia",Campbell County,51031,55158,42.8,48823,26417,923,6366,11.54139019,Virginia,VA,0.016733747,1.673374669
"Henrico County, Virginia",Henrico County,51087,324073,38.3,66447,36497,10476,33510,10.34026284,Virginia,VA,0.03232605,3.232604999
"Henry County, Virginia",Henry County,51089,51956,46.8,36779,21473,1975,9843,18.94487643,Virginia,VA,0.038012934,3.801293402
"King George County, Virginia",King George County,51099,25564,37.1,84770,35676,651,1449,5.668127054,Virginia,VA,0.025465498,2.546549836
"Louisa County, Virginia",Louisa County,51109,34813,44.5,56946,30237,1367,4057,11.65369259,Virginia,VA,0.039266941,3.926694051
"King William County, Virginia",King William County,51101,16329,41.3,67423,31192,316,1775,10.87023088,Virginia,VA,0.019352073,1.9352073
"Lancaster County, Virginia",Lancaster County,51103,10848,56.3,51495,33997,200,1178,10.85914454,Virginia,VA,0.018436578,1.843657817
"Lee County, Virginia",Lee County,51105,24428,43.8,32590,18514,975,5994,24.53741608,Virginia,VA,0.039913214,3.991321434
"Mathews County, Virginia",Mathews County,51115,8830,52.6,63622,35252,57,932,10.55492639,Virginia,VA,0.006455266,0.645526614
"Middlesex County, Virginia",Middlesex County,51119,10710,53.5,50483,29871,295,1059,9.887955182,Virginia,VA,0.027544351,2.754435107
"Prince Edward County, Virginia",Prince Edward County,51147,22903,30.8,44147,19751,492,3933,17.17242283,Virginia,VA,0.021481902,2.148190193
"Prince George County, Virginia",Prince George County,51149,37704,37.1,68461,27970,1382,4134,10.96435391,Virginia,VA,0.036653936,3.665393592
"Richmond County, Virginia",Richmond County,51159,8873,44,47341,19728,221,1246,14.04260115,Virginia,VA,0.024907021,2.49070213
"Rockingham County, Virginia",Rockingham County,51165,78653,41.8,57651,28884,1867,7844,9.972919024,Virginia,VA,0.023737175,2.373717468
"Scott County, Virginia",Scott County,51169,22290,46.3,38725,20969,561,3797,17.03454464,Virginia,VA,0.025168237,2.516823688
"Spotsylvania County, Virginia",Spotsylvania County,51177,130159,37.7,81434,33859,3724,10296,7.910325064,Virginia,VA,0.02861116,2.86111602
"Surry County, Virginia",Surry County,51181,6670,49.3,54656,27162,258,909,13.62818591,Virginia,VA,0.03868066,3.868065967
"Appomattox County, Virginia",Appomattox County,51011,15462,43.5,54875,26347,253,2210,14.29310568,Virginia,VA,0.016362696,1.636269564
"Clarke County, Virginia",Clarke County,51043,14331,46,72129,38658,243,1470,10.25748378,Virginia,VA,0.016956249,1.695624869
"Franklin County, Virginia",Franklin County,51067,56277,46,51208,27282,1459,8106,14.40375287,Virginia,VA,0.025925334,2.592533362
"King and Queen County, Virginia",King and Queen County,51097,7052,45.1,51495,25831,145,1100,15.5984118,Virginia,VA,0.020561543,2.056154282
"Mecklenburg County, Virginia",Mecklenburg County,51117,30959,47.9,41126,22970,671,5043,16.28928583,Virginia,VA,0.021673827,2.167382667
"Montgomery County, Virginia",Montgomery County,51121,97692,28.2,53424,28277,2085,21058,21.55550096,Virginia,VA,0.021342587,2.134258691
"New Kent County, Virginia",New Kent County,51127,20523,44,78429,36768,551,1017,4.955415875,Virginia,VA,0.026847927,2.684792672
"Augusta County, Virginia",Augusta County,51015,74390,44.6,59544,30088,1498,6260,8.415109558,Virginia,VA,0.020137115,2.01371152
"Cumberland County, Virginia",Cumberland County,51049,9797,44.5,43020,23488,361,2107,21.50658365,Virginia,VA,0.036848015,3.68480147
"Dickenson County, Virginia",Dickenson County,51051,15181,43.9,29916,21082,271,3388,22.3173704,Virginia,VA,0.017851261,1.785126145
"Goochland County, Virginia",Goochland County,51075,22148,48.4,86652,47610,368,1120,5.056890013,Virginia,VA,0.016615496,1.661549576
"Halifax County, Virginia",Halifax County,51083,35030,45.9,39233,21155,749,6423,18.33571225,Virginia,VA,0.021381673,2.138167285
"Loudoun County, Virginia",Loudoun County,51107,374558,35.8,129588,50456,7902,13727,3.664852973,Virginia,VA,0.021096866,2.109686617
"Madison County, Virginia",Madison County,51113,13108,45.2,52287,29705,365,1264,9.642966128,Virginia,VA,0.02784559,2.784559048
"Prince William County, Virginia",Prince William County,51153,450763,34.7,101059,38225,12267,30938,6.86347371,Virginia,VA,0.027213857,2.721385739
"Roanoke County, Virginia",Roanoke County,51161,93419,43.7,62134,33717,2289,7270,7.782142819,Virginia,VA,0.02450251,2.45025102
"Southampton County, Virginia",Southampton County,51175,18089,45.8,53681,25784,354,1948,10.76897562,Virginia,VA,0.019569904,1.956990436
"Highland County, Virginia",Highland County,51091,2213,60.5,45094,32648,5,231,10.43831902,Virginia,VA,0.002259376,0.225937641
"Brunswick County, Virginia",Brunswick County,51025,16435,43.4,40871,20278,527,2981,18.13811987,Virginia,VA,0.032065713,3.206571342
"Caroline County, Virginia",Caroline County,51033,29889,40.2,60925,28039,890,3300,11.04085115,Virginia,VA,0.029776841,2.977684098
"Gloucester County, Virginia",Gloucester County,51073,37035,44.6,63881,32271,612,3193,8.621574187,Virginia,VA,0.016524909,1.652490887
"Northampton County, Virginia",Northampton County,51131,11998,48.4,41468,24835,226,2367,19.72828805,Virginia,VA,0.018836473,1.883647275
"Patrick County, Virginia",Patrick County,51141,17958,49.2,37757,21785,522,3561,19.82960241,Virginia,VA,0.029067825,2.906782492
"Powhatan County, Virginia",Powhatan County,51145,28364,44.6,80441,33807,545,1423,5.01692286,Virginia,VA,0.019214497,1.921449725
"Rockbridge County, Virginia",Rockbridge County,51163,22440,48.6,53918,31534,541,3465,15.44117647,Virginia,VA,0.024108734,2.41087344
"Shenandoah County, Virginia",Shenandoah County,51171,42854,44.2,53934,27016,1105,4359,10.17174593,Virginia,VA,0.025785224,2.578522425
"Fauquier County, Virginia",Fauquier County,51061,68406,41.6,94775,43067,1456,4190,6.125193696,Virginia,VA,0.021284683,2.128468263
"Harrison County, West Virginia",Harrison County,54033,68438,42,48315,27162,2123,10094,14.74911599,West Virginia,WV,0.031020778,3.102077793
"Ohio County, West Virginia",Ohio County,54069,42906,43.5,45777,29769,1064,5549,12.93292313,West Virginia,WV,0.024798396,2.479839649
"Ritchie County, West Virginia",Ritchie County,54085,10005,45.8,41497,21533,347,1830,18.29085457,West Virginia,WV,0.034682659,3.468265867
"Calhoun County, West Virginia",Calhoun County,54013,7450,47.9,36279,19696,386,1256,16.8590604,West Virginia,WV,0.051812081,5.181208054
"Morgan County, West Virginia",Morgan County,54065,17510,47,46346,24026,888,1920,10.96516276,West Virginia,WV,0.050713878,5.071387778
"Lincoln County, West Virginia",Lincoln County,54043,21241,42.7,37075,19321,566,5270,24.81050798,West Virginia,WV,0.02664658,2.664657973
